Date,Pipeline_Segment,Pressure_PSI,Flow_Rate_M3_hr,Maintenace_Status
2023-03-17,Pipeline_13,57.14,119.51,Good
2023-03-17,Pipeline_14,55.51,131.83,Good
2023-03-17,Pipeline_15,75.79,129.12,Good
2023-03-17,Pipeline_16,63.96,135.72,Good
2023-03-17,Pipeline_17,61.83,98.24,Good
2023-03-17,Pipeline_18,59.66,127.9,Under Repair
2023-03-17,Pipeline_19,63.82,134.1,Good
2023-03-17,Pipeline_20,66.12,80.84,Good
2023-03-18,Pipeline_1,58.5,140.34,Good
2023-03-18,Pipeline_2,54.9,142.29,Needs Inspection
2023-03-18,Pipeline_3,57.51,125.9,Good
2023-03-18,Pipeline_4,63.16,146.78,Good
2023-03-18,Pipeline_5,56.34,108.68,Good
2023-03-18,Pipeline_6,63.66,120.67,Under Repair
2023-03-18,Pipeline_7,55.29,146.32,Good
2023-03-18,Pipeline_8,59.5,118.9,Good
2023-03-18,Pipeline_9,56.89,131.95,Good
2023-03-18,Pipeline_10,64.37,121.76,Good
2023-03-18,Pipeline_11,60.9,118.3,Good
2023-03-18,Pipeline_12,66.22,140.87,Good
2023-03-18,Pipeline_13,65.8,118.44,Good
2023-03-18,Pipeline_14,60.36,96.38,Good
2023-03-18,Pipeline_15,63.9,122.07,Needs Inspection
2023-03-18,Pipeline_16,56.26,104.67,Good
2023-03-18,Pipeline_17,59.17,130.45,Good
2023-03-18,Pipeline_18,60.3,141.22,Good
2023-03-18,Pipeline_19,70.06,105.63,Good
2023-03-18,Pipeline_20,55.78,124.84,Good
2023-03-19,Pipeline_1,62.87,125.3,Good
2023-03-19,Pipeline_2,60.61,114.17,Good
2023-03-19,Pipeline_3,60.84,102.12,Under Repair
2023-03-19,Pipeline_4,55.92,151.51,Good
2023-03-19,Pipeline_5,57.95,99.43,Good
2023-03-19,Pipeline_6,64.15,120.13,Good
2023-03-19,Pipeline_7,57.26,100.78,Good
2023-03-19,Pipeline_8,60.16,126.47,Good
2023-03-19,Pipeline_9,62.08,121.11,Good
2023-03-19,Pipeline_10,62.22,112.74,Good
2023-03-19,Pipeline_11,65.34,139.43,Good
2023-03-19,Pipeline_12,66.61,131.82,Good
2023-03-19,Pipeline_13,56.1,110.73,Good
2023-03-19,Pipeline_14,57.38,148.73,Good
2023-03-19,Pipeline_15,62.32,123.64,Good
2023-03-19,Pipeline_16,69.38,121.25,Good
2023-03-19,Pipeline_17,55.84,93.35,Good
2023-03-19,Pipeline_18,45.23,80.07,Good
2023-03-19,Pipeline_19,63.38,92.65,Good
2023-03-19,Pipeline_20,64.42,117.84,Under Repair
2023-03-20,Pipeline_1,54.96,113.96,Good
2023-03-20,Pipeline_2,65.73,99.45,Good
2023-03-20,Pipeline_3,63.79,135.16,Good
2023-03-20,Pipeline_4,62.54,126.24,Good
2023-03-20,Pipeline_5,64.14,122.92,Good
2023-03-20,Pipeline_6,49.0,124.86,Needs Inspection
2023-03-20,Pipeline_7,59.63,104.19,Good
2023-03-20,Pipeline_8,70.0,130.82,Good
2023-03-20,Pipeline_9,63.16,113.54,Good
2023-03-20,Pipeline_10,57.82,130.44,Good
2023-03-20,Pipeline_11,55.95,142.33,Good
2023-03-20,Pipeline_12,63.43,154.5,Good
2023-03-20,Pipeline_13,62.54,106.3,Good
2023-03-20,Pipeline_14,50.12,111.48,Good
2023-03-20,Pipeline_15,65.4,125.83,Good
2023-03-20,Pipeline_16,59.31,89.51,Good
2023-03-20,Pipeline_17,55.01,93.22,Good
2023-03-20,Pipeline_18,55.25,109.92,Good
2023-03-20,Pipeline_19,57.85,117.9,Good
2023-03-20,Pipeline_20,57.86,103.01,Good
2023-03-21,Pipeline_1,65.05,125.64,Good
2023-03-21,Pipeline_2,69.95,127.51,Good
2023-03-21,Pipeline_3,58.68,113.35,Good
2023-03-21,Pipeline_4,67.36,122.14,Good
2023-03-21,Pipeline_5,60.15,113.86,Under Repair
2023-03-21,Pipeline_6,58.18,130.9,Good
2023-03-21,Pipeline_7,67.3,109.51,Good
2023-03-21,Pipeline_8,62.23,110.48,Good
2023-03-21,Pipeline_9,58.36,159.5,Good
2023-03-21,Pipeline_10,71.01,121.19,Needs Inspection
2023-03-21,Pipeline_11,67.89,136.83,Good
2023-03-21,Pipeline_12,53.57,121.83,Good
2023-03-21,Pipeline_13,56.62,146.28,Good
2023-03-21,Pipeline_14,59.39,150.32,Good
2023-03-21,Pipeline_15,54.93,112.59,Good
2023-03-21,Pipeline_16,54.13,89.42,Good
2023-03-21,Pipeline_17,67.06,116.68,Good
2023-03-21,Pipeline_18,56.98,107.36,Good
2023-03-21,Pipeline_19,60.72,107.82,Under Repair
2023-03-21,Pipeline_20,59.72,145.16,Good
2023-03-22,Pipeline_1,64.82,106.48,Good
2023-03-22,Pipeline_2,54.78,121.19,Needs Inspection
2023-03-22,Pipeline_3,59.55,121.29,Good
2023-03-22,Pipeline_4,51.03,124.47,Good
2023-03-22,Pipeline_5,61.84,131.37,Good
2023-03-22,Pipeline_6,61.31,134.9,Good
2023-03-22,Pipeline_7,60.35,69.91,Good
2023-03-22,Pipeline_8,65.98,90.28,Needs Inspection
2023-03-22,Pipeline_9,54.64,124.57,Good
2023-03-22,Pipeline_10,58.08,134.92,Good
2023-03-22,Pipeline_11,56.45,128.1,Good
2023-03-22,Pipeline_12,61.59,123.04,Under Repair
2023-03-22,Pipeline_13,66.61,120.71,Good
2023-03-22,Pipeline_14,55.71,98.57,Under Repair
2023-03-22,Pipeline_15,59.01,126.59,Good
2023-03-22,Pipeline_16,64.59,132.92,Good
2023-03-22,Pipeline_17,60.89,124.3,Good
2023-03-22,Pipeline_18,58.38,124.06,Good
2023-03-22,Pipeline_19,59.83,132.25,Good
2023-03-22,Pipeline_20,52.38,123.26,Good
2023-03-23,Pipeline_1,59.38,106.16,Good
2023-03-23,Pipeline_2,60.61,123.29,Good
2023-03-23,Pipeline_3,63.4,114.96,Needs Inspection
2023-03-23,Pipeline_4,68.23,137.99,Good
2023-03-23,Pipeline_5,59.58,97.46,Good
2023-03-23,Pipeline_6,59.45,131.69,Good
2023-03-23,Pipeline_7,56.5,123.16,Good
2023-03-23,Pipeline_8,59.24,143.46,Under Repair
2023-03-23,Pipeline_9,68.61,130.5,Needs Inspection
2023-03-23,Pipeline_10,56.16,148.08,Good
2023-03-23,Pipeline_11,49.59,114.2,Good
2023-03-23,Pipeline_12,54.79,121.71,Good
2023-03-23,Pipeline_13,60.12,102.97,Good
2023-03-23,Pipeline_14,51.46,132.54,Good
2023-03-23,Pipeline_15,55.88,118.31,Good
2023-03-23,Pipeline_16,67.89,145.0,Good
2023-03-23,Pipeline_17,66.69,82.07,Good
2023-03-23,Pipeline_18,56.66,112.81,Good
2023-03-23,Pipeline_19,58.18,129.31,Good
2023-03-23,Pipeline_20,69.59,104.74,Needs Inspection
2023-03-24,Pipeline_1,59.17,137.85,Good
2023-03-24,Pipeline_2,61.78,122.05,Good
2023-03-24,Pipeline_3,56.49,129.52,Good
2023-03-24,Pipeline_4,60.65,135.85,Good
2023-03-24,Pipeline_5,67.38,120.62,Good
2023-03-24,Pipeline_6,58.98,101.45,Needs Inspection
2023-03-24,Pipeline_7,66.29,132.99,Good
2023-03-24,Pipeline_8,60.83,107.49,Good
2023-03-24,Pipeline_9,58.35,114.0,Good
2023-03-24,Pipeline_10,57.55,106.72,Good
2023-03-24,Pipeline_11,59.74,110.6,Good
2023-03-24,Pipeline_12,63.36,143.7,Good
2023-03-24,Pipeline_13,63.4,110.93,Good
2023-03-24,Pipeline_14,56.04,123.21,Good
2023-03-24,Pipeline_15,56.43,130.6,Good
2023-03-24,Pipeline_16,65.47,153.27,Good
2023-03-24,Pipeline_17,60.02,156.02,Good
2023-03-24,Pipeline_18,60.32,132.01,Good
2023-03-24,Pipeline_19,63.08,114.2,Good
2023-03-24,Pipeline_20,49.57,135.41,Good
2023-03-25,Pipeline_1,66.83,106.84,Good
2023-03-25,Pipeline_2,65.87,114.99,Good
2023-03-25,Pipeline_3,59.97,109.98,Under Repair
2023-03-25,Pipeline_4,52.61,128.44,Good
2023-03-25,Pipeline_5,57.75,127.41,Good
2023-03-25,Pipeline_6,64.59,120.15,Under Repair
2023-03-25,Pipeline_7,73.06,113.04,Good
2023-03-25,Pipeline_8,54.59,109.23,Under Repair
2023-03-25,Pipeline_9,61.68,137.04,Good
2023-03-25,Pipeline_10,64.45,112.5,Good
2023-03-25,Pipeline_11,53.49,138.21,Good
2023-03-25,Pipeline_12,58.42,117.77,Good
2023-03-25,Pipeline_13,58.34,97.25,Good
2023-03-25,Pipeline_14,57.54,118.17,Good
2023-03-25,Pipeline_15,54.8,140.28,Good
2023-03-25,Pipeline_16,56.14,106.84,Good
2023-03-25,Pipeline_17,56.98,129.3,Good
2023-03-25,Pipeline_18,56.78,106.55,Good
2023-03-25,Pipeline_19,62.0,152.6,Good
2023-03-25,Pipeline_20,56.36,125.12,Good
2023-03-26,Pipeline_1,65.36,107.35,Good
2023-03-26,Pipeline_2,61.9,101.57,Good
2023-03-26,Pipeline_3,52.96,110.77,Good
2023-03-26,Pipeline_4,56.43,122.81,Good
2023-03-26,Pipeline_5,68.23,118.88,Good
2023-03-26,Pipeline_6,61.49,95.1,Good
2023-03-26,Pipeline_7,67.1,110.16,Good
2023-03-26,Pipeline_8,56.09,127.12,Good
2023-03-26,Pipeline_9,57.43,119.36,Good
2023-03-26,Pipeline_10,59.8,113.4,Good
2023-03-26,Pipeline_11,60.02,139.64,Good
2023-03-26,Pipeline_12,62.15,95.19,Good
2023-03-26,Pipeline_13,55.5,121.95,Good
2023-03-26,Pipeline_14,68.49,116.9,Good
2023-03-26,Pipeline_15,57.01,118.45,Good
2023-03-26,Pipeline_16,61.68,117.62,Good
2023-03-26,Pipeline_17,53.4,133.74,Good
2023-03-26,Pipeline_18,44.86,153.86,Good
2023-03-26,Pipeline_19,58.19,133.64,Good
2023-03-26,Pipeline_20,49.99,114.94,Good
2023-03-27,Pipeline_1,64.32,120.69,Good
2023-03-27,Pipeline_2,57.34,113.13,Good
2023-03-27,Pipeline_3,54.74,94.01,Good
2023-03-27,Pipeline_4,51.68,107.83,Good
2023-03-27,Pipeline_5,72.67,119.27,Good
2023-03-27,Pipeline_6,65.16,125.88,Needs Inspection
2023-03-27,Pipeline_7,58.39,122.71,Under Repair
2023-03-27,Pipeline_8,60.43,122.73,Good
2023-03-27,Pipeline_9,64.15,107.89,Needs Inspection
2023-03-27,Pipeline_10,65.74,142.04,Good
2023-03-27,Pipeline_11,66.73,107.14,Good
2023-03-27,Pipeline_12,66.28,129.98,Good
2023-03-27,Pipeline_13,58.23,105.27,Good
2023-03-27,Pipeline_14,61.46,123.84,Good
2023-03-27,Pipeline_15,65.98,118.76,Good
2023-03-27,Pipeline_16,51.91,148.91,Good
2023-03-27,Pipeline_17,48.72,115.13,Good
2023-03-27,Pipeline_18,56.13,100.65,Good
2023-03-27,Pipeline_19,60.65,121.86,Needs Inspection
2023-03-27,Pipeline_20,58.77,96.61,Good
2023-03-28,Pipeline_1,67.72,102.05,Good
2023-03-28,Pipeline_2,52.52,142.17,Good
2023-03-28,Pipeline_3,65.65,111.81,Good
2023-03-28,Pipeline_4,51.88,118.66,Good
2023-03-28,Pipeline_5,58.62,146.15,Good
2023-03-28,Pipeline_6,51.95,125.61,Needs Inspection
2023-03-28,Pipeline_7,52.81,133.35,Good
2023-03-28,Pipeline_8,64.94,135.46,Good
2023-03-28,Pipeline_9,67.29,144.06,Good
2023-03-28,Pipeline_10,59.83,130.91,Good
2023-03-28,Pipeline_11,55.62,114.61,Good
2023-03-28,Pipeline_12,58.58,120.97,Needs Inspection
2023-03-28,Pipeline_13,52.3,132.46,Good
2023-03-28,Pipeline_14,51.85,116.67,Good
2023-03-28,Pipeline_15,59.69,116.94,Good
2023-03-28,Pipeline_16,60.12,93.26,Good
2023-03-28,Pipeline_17,58.95,120.57,Good
2023-03-28,Pipeline_18,55.02,102.52,Good
2023-03-28,Pipeline_19,60.1,128.12,Good
2023-03-28,Pipeline_20,65.41,129.06,Good
2023-03-29,Pipeline_1,58.48,143.31,Good
2023-03-29,Pipeline_2,61.18,123.13,Good
2023-03-29,Pipeline_3,69.62,126.7,Good
2023-03-29,Pipeline_4,60.18,131.63,Good
2023-03-29,Pipeline_5,57.19,108.49,Good
2023-03-29,Pipeline_6,59.72,94.03,Good
2023-03-29,Pipeline_7,51.93,123.2,Good
2023-03-29,Pipeline_8,53.92,147.87,Under Repair
2023-03-29,Pipeline_9,63.17,128.62,Good
2023-03-29,Pipeline_10,56.76,128.84,Good
2023-03-29,Pipeline_11,70.6,96.66,Good
2023-03-29,Pipeline_12,57.32,119.25,Good
2023-03-29,Pipeline_13,61.98,122.08,Good
2023-03-29,Pipeline_14,56.6,119.29,Good
2023-03-29,Pipeline_15,65.54,115.09,Good
2023-03-29,Pipeline_16,62.81,121.98,Good
2023-03-29,Pipeline_17,65.51,117.96,Good
2023-03-29,Pipeline_18,56.16,109.98,Good
2023-03-29,Pipeline_19,60.11,118.76,Good
2023-03-29,Pipeline_20,55.83,158.27,Needs Inspection
2023-03-30,Pipeline_1,65.74,129.73,Good
2023-03-30,Pipeline_2,62.13,106.51,Good
2023-03-30,Pipeline_3,56.31,129.06,Good
2023-03-30,Pipeline_4,62.81,123.84,Good
2023-03-30,Pipeline_5,60.53,131.96,Good
2023-03-30,Pipeline_6,62.44,114.08,Good
2023-03-30,Pipeline_7,51.26,106.36,Good
2023-03-30,Pipeline_8,67.19,137.81,Good
2023-03-30,Pipeline_9,57.96,131.92,Good
2023-03-30,Pipeline_10,65.85,117.51,Good
2023-03-30,Pipeline_11,61.77,109.04,Under Repair
2023-03-30,Pipeline_12,53.43,131.78,Good
2023-03-30,Pipeline_13,60.13,126.67,Good
2023-03-30,Pipeline_14,61.89,118.58,Good
2023-03-30,Pipeline_15,54.65,131.2,Good
2023-03-30,Pipeline_16,53.67,109.53,Needs Inspection
2023-03-30,Pipeline_17,52.6,108.05,Needs Inspection
2023-03-30,Pipeline_18,63.14,108.37,Good
2023-03-30,Pipeline_19,54.84,137.13,Good
2023-03-30,Pipeline_20,56.7,131.72,Good
2023-03-31,Pipeline_1,69.11,122.68,Good
2023-03-31,Pipeline_2,62.01,125.44,Good
2023-03-31,Pipeline_3,70.79,110.34,Under Repair
2023-03-31,Pipeline_4,63.32,124.57,Good
2023-03-31,Pipeline_5,64.57,122.86,Good
2023-03-31,Pipeline_6,66.44,111.7,Good
2023-03-31,Pipeline_7,64.39,96.44,Good
2023-03-31,Pipeline_8,75.93,123.16,Good
2023-03-31,Pipeline_9,53.22,117.19,Good
2023-03-31,Pipeline_10,55.61,132.28,Good
2023-03-31,Pipeline_11,53.16,128.84,Good
2023-03-31,Pipeline_12,56.13,106.83,Good
2023-03-31,Pipeline_13,59.44,122.98,Needs Inspection
2023-03-31,Pipeline_14,57.72,115.34,Good
2023-03-31,Pipeline_15,56.93,99.27,Needs Inspection
2023-03-31,Pipeline_16,56.59,100.42,Good
2023-03-31,Pipeline_17,65.34,102.79,Good
2023-03-31,Pipeline_18,63.15,107.75,Good
2023-03-31,Pipeline_19,55.3,99.62,Good
2023-03-31,Pipeline_20,57.8,149.23,Good
2023-04-01,Pipeline_1,51.46,139.37,Needs Inspection
2023-04-01,Pipeline_2,60.49,128.17,Good
2023-04-01,Pipeline_3,53.22,119.43,Good
2023-04-01,Pipeline_4,62.97,106.37,Good
2023-04-01,Pipeline_5,63.13,123.62,Good
2023-04-01,Pipeline_6,59.18,129.6,Under Repair
2023-04-01,Pipeline_7,57.82,127.05,Good
2023-04-01,Pipeline_8,55.98,151.46,Good
2023-04-01,Pipeline_9,60.62,119.33,Good
2023-04-01,Pipeline_10,60.82,114.67,Needs Inspection
2023-04-01,Pipeline_11,59.75,141.73,Good
2023-04-01,Pipeline_12,60.03,115.06,Good
2023-04-01,Pipeline_13,64.6,92.46,Good
2023-04-01,Pipeline_14,54.74,133.4,Good
2023-04-01,Pipeline_15,63.41,135.11,Good
2023-04-01,Pipeline_16,56.12,115.65,Good
2023-04-01,Pipeline_17,59.8,99.88,Needs Inspection
2023-04-01,Pipeline_18,65.15,96.29,Needs Inspection
2023-04-01,Pipeline_19,52.84,140.28,Under Repair
2023-04-01,Pipeline_20,60.51,99.56,Good
2023-04-02,Pipeline_1,56.24,112.03,Good
2023-04-02,Pipeline_2,58.31,116.2,Good
2023-04-02,Pipeline_3,65.12,123.86,Under Repair
2023-04-02,Pipeline_4,62.88,141.91,Good
2023-04-02,Pipeline_5,60.81,109.23,Good
2023-04-02,Pipeline_6,57.71,133.38,Good
2023-04-02,Pipeline_7,62.22,118.92,Good
2023-04-02,Pipeline_8,48.9,113.03,Good
2023-04-02,Pipeline_9,63.88,156.24,Good
2023-04-02,Pipeline_10,54.47,123.43,Good
2023-04-02,Pipeline_11,62.28,134.3,Good
2023-04-02,Pipeline_12,58.3,117.85,Good
2023-04-02,Pipeline_13,57.19,132.65,Good
2023-04-02,Pipeline_14,56.51,125.71,Good
2023-04-02,Pipeline_15,62.12,105.72,Good
2023-04-02,Pipeline_16,66.18,90.1,Good
2023-04-02,Pipeline_17,57.71,106.75,Good
2023-04-02,Pipeline_18,58.53,125.04,Good
2023-04-02,Pipeline_19,50.64,116.67,Good
2023-04-02,Pipeline_20,64.18,108.8,Good
2023-04-03,Pipeline_1,61.12,109.1,Good
2023-04-03,Pipeline_2,57.95,100.47,Good
2023-04-03,Pipeline_3,68.37,129.16,Needs Inspection
2023-04-03,Pipeline_4,66.77,135.8,Good
2023-04-03,Pipeline_5,56.99,114.35,Good
2023-04-03,Pipeline_6,58.66,112.94,Good
2023-04-03,Pipeline_7,56.73,141.59,Needs Inspection
2023-04-03,Pipeline_8,54.15,128.24,Good
2023-04-03,Pipeline_9,59.4,91.69,Good
2023-04-03,Pipeline_10,58.65,127.75,Good
2023-04-03,Pipeline_11,59.36,135.63,Good
2023-04-03,Pipeline_12,60.09,95.67,Good
2023-04-03,Pipeline_13,62.72,115.32,Good
2023-04-03,Pipeline_14,68.4,136.62,Good
2023-04-03,Pipeline_15,56.23,98.38,Good
2023-04-03,Pipeline_16,63.92,106.68,Good
2023-04-03,Pipeline_17,57.79,130.66,Good
2023-04-03,Pipeline_18,57.51,134.29,Good
2023-04-03,Pipeline_19,62.77,137.97,Good
2023-04-03,Pipeline_20,64.1,108.37,Good
2023-04-04,Pipeline_1,58.36,139.84,Good
2023-04-04,Pipeline_2,53.15,112.79,Good
2023-04-04,Pipeline_3,62.63,114.4,Good
2023-04-04,Pipeline_4,64.55,126.06,Needs Inspection
2023-04-04,Pipeline_5,62.2,108.14,Good
2023-04-04,Pipeline_6,66.53,107.55,Good
2023-04-04,Pipeline_7,56.42,114.79,Good
2023-04-04,Pipeline_8,61.88,142.35,Good
2023-04-04,Pipeline_9,57.0,150.86,Good
2023-04-04,Pipeline_10,54.41,128.38,Good
2023-04-04,Pipeline_11,68.13,119.67,Good
2023-04-04,Pipeline_12,70.05,122.48,Good
2023-04-04,Pipeline_13,56.58,129.83,Good
2023-04-04,Pipeline_14,51.79,138.65,Good
2023-04-04,Pipeline_15,67.08,142.31,Good
2023-04-04,Pipeline_16,61.57,108.7,Good
2023-04-04,Pipeline_17,49.75,109.54,Good
2023-04-04,Pipeline_18,67.75,119.01,Good
2023-04-04,Pipeline_19,59.6,134.18,Needs Inspection
2023-04-04,Pipeline_20,54.87,128.18,Good
2023-04-05,Pipeline_1,61.84,112.68,Under Repair
2023-04-05,Pipeline_2,70.16,129.07,Good
2023-04-05,Pipeline_3,56.59,102.82,Good
2023-04-05,Pipeline_4,65.46,124.42,Good
2023-04-05,Pipeline_5,68.19,117.16,Good
2023-04-05,Pipeline_6,54.17,120.63,Good
2023-04-05,Pipeline_7,56.25,131.46,Good
2023-04-05,Pipeline_8,54.74,111.58,Good
2023-04-05,Pipeline_9,65.84,100.27,Good
2023-04-05,Pipeline_10,58.96,112.03,Good
2023-04-05,Pipeline_11,55.37,122.44,Good
2023-04-05,Pipeline_12,60.62,119.21,Under Repair
2023-04-05,Pipeline_13,61.08,101.95,Good
2023-04-05,Pipeline_14,63.94,118.68,Good
2023-04-05,Pipeline_15,56.09,133.47,Good
2023-04-05,Pipeline_16,50.48,118.21,Good
2023-04-05,Pipeline_17,59.15,117.01,Good
2023-04-05,Pipeline_18,55.98,107.28,Good
2023-04-05,Pipeline_19,50.21,121.47,Needs Inspection
2023-04-05,Pipeline_20,67.2,123.99,Needs Inspection
2023-04-06,Pipeline_1,58.72,102.1,Good
2023-04-06,Pipeline_2,54.29,123.97,Good
2023-04-06,Pipeline_3,55.6,107.27,Good
2023-04-06,Pipeline_4,55.56,87.74,Good
2023-04-06,Pipeline_5,60.92,108.04,Good
2023-04-06,Pipeline_6,66.1,115.85,Needs Inspection
2023-04-06,Pipeline_7,48.39,92.46,Good
2023-04-06,Pipeline_8,64.59,138.28,Good
2023-04-06,Pipeline_9,63.87,100.01,Good
2023-04-06,Pipeline_10,64.79,98.81,Good
2023-04-06,Pipeline_11,67.12,84.11,Good
2023-04-06,Pipeline_12,59.2,104.73,Good
2023-04-06,Pipeline_13,65.22,109.44,Good
2023-04-06,Pipeline_14,63.73,128.97,Needs Inspection
2023-04-06,Pipeline_15,52.58,136.96,Good
2023-04-06,Pipeline_16,63.42,119.16,Good
2023-04-06,Pipeline_17,61.47,129.68,Needs Inspection
2023-04-06,Pipeline_18,59.63,123.08,Good
2023-04-06,Pipeline_19,63.11,136.51,Needs Inspection
2023-04-06,Pipeline_20,51.63,100.29,Good
2023-04-07,Pipeline_1,68.76,115.63,Good
2023-04-07,Pipeline_2,52.52,117.02,Good
2023-04-07,Pipeline_3,60.74,115.27,Good
2023-04-07,Pipeline_4,72.59,115.33,Good
2023-04-07,Pipeline_5,66.36,132.81,Good
2023-04-07,Pipeline_6,51.14,137.64,Good
2023-04-07,Pipeline_7,55.9,115.48,Good
2023-04-07,Pipeline_8,55.11,127.65,Good
2023-04-07,Pipeline_9,58.26,123.01,Good
2023-04-07,Pipeline_10,60.49,120.64,Good
2023-04-07,Pipeline_11,59.6,103.83,Under Repair
2023-04-07,Pipeline_12,63.08,115.9,Good
2023-04-07,Pipeline_13,63.44,108.7,Good
2023-04-07,Pipeline_14,61.94,138.17,Under Repair
2023-04-07,Pipeline_15,59.71,101.38,Needs Inspection
2023-04-07,Pipeline_16,52.95,130.26,Good
2023-04-07,Pipeline_17,63.47,103.53,Needs Inspection
2023-04-07,Pipeline_18,63.87,114.47,Good
2023-04-07,Pipeline_19,60.45,90.68,Good
2023-04-07,Pipeline_20,59.67,132.91,Good
2023-04-08,Pipeline_1,53.66,131.3,Good
2023-04-08,Pipeline_2,69.58,117.73,Needs Inspection
2023-04-08,Pipeline_3,58.82,101.32,Good
2023-04-08,Pipeline_4,55.72,104.0,Good
2023-04-08,Pipeline_5,59.76,116.25,Good
2023-04-08,Pipeline_6,60.4,126.77,Needs Inspection
2023-04-08,Pipeline_7,62.68,112.12,Good
2023-04-08,Pipeline_8,62.72,109.93,Good
2023-04-08,Pipeline_9,57.85,107.09,Good
2023-04-08,Pipeline_10,61.48,114.25,Good
2023-04-08,Pipeline_11,60.62,129.21,Good
2023-04-08,Pipeline_12,66.41,114.74,Good
2023-04-08,Pipeline_13,48.67,136.71,Good
2023-04-08,Pipeline_14,59.91,93.65,Good
2023-04-08,Pipeline_15,60.9,115.35,Good
2023-04-08,Pipeline_16,59.03,134.86,Good
2023-04-08,Pipeline_17,54.41,118.22,Good
2023-04-08,Pipeline_18,59.33,112.82,Good
2023-04-08,Pipeline_19,60.04,121.18,Good
2023-04-08,Pipeline_20,60.72,137.26,Good
2023-04-09,Pipeline_1,59.11,135.37,Good
2023-04-09,Pipeline_2,65.64,127.94,Good
2023-04-09,Pipeline_3,53.27,128.69,Good
2023-04-09,Pipeline_4,64.28,129.51,Good
2023-04-09,Pipeline_5,62.85,105.17,Good
2023-04-09,Pipeline_6,70.13,136.76,Good
2023-04-09,Pipeline_7,56.89,132.97,Good
2023-04-09,Pipeline_8,57.62,132.3,Good
2023-04-09,Pipeline_9,60.63,109.1,Good
2023-04-09,Pipeline_10,65.78,137.59,Good
2023-04-09,Pipeline_11,58.51,133.8,Needs Inspection
2023-04-09,Pipeline_12,68.52,96.14,Good
2023-04-09,Pipeline_13,51.07,129.38,Needs Inspection
2023-04-09,Pipeline_14,72.09,133.74,Needs Inspection
2023-04-09,Pipeline_15,58.22,142.84,Good
2023-04-09,Pipeline_16,54.31,128.42,Good
2023-04-09,Pipeline_17,65.21,109.4,Good
2023-04-09,Pipeline_18,58.34,113.47,Good
2023-04-09,Pipeline_19,67.75,134.07,Good
2023-04-09,Pipeline_20,59.45,133.77,Good
2023-04-10,Pipeline_1,62.2,122.4,Good
2023-04-10,Pipeline_2,54.52,102.86,Good
2023-04-10,Pipeline_3,54.07,150.97,Needs Inspection
2023-04-10,Pipeline_4,51.81,112.05,Good
2023-04-10,Pipeline_5,65.63,125.91,Good
2023-04-10,Pipeline_6,59.14,129.75,Good
2023-04-10,Pipeline_7,58.85,73.79,Good
2023-04-10,Pipeline_8,61.25,92.2,Good
2023-04-10,Pipeline_9,59.9,122.01,Needs Inspection
2023-04-10,Pipeline_10,55.23,135.28,Good
2023-04-10,Pipeline_11,59.82,119.68,Good
2023-04-10,Pipeline_12,54.95,109.3,Good
2023-04-10,Pipeline_13,58.96,150.14,Needs Inspection
2023-04-10,Pipeline_14,63.46,124.75,Good
2023-04-10,Pipeline_15,56.96,115.3,Good
2023-04-10,Pipeline_16,60.65,144.09,Good
2023-04-10,Pipeline_17,59.65,120.11,Good
2023-04-10,Pipeline_18,52.42,129.6,Good
2023-04-10,Pipeline_19,63.9,98.57,Good
2023-04-10,Pipeline_20,57.11,144.7,Good
2023-04-11,Pipeline_1,60.14,140.93,Good
2023-04-11,Pipeline_2,58.45,133.35,Needs Inspection
2023-04-11,Pipeline_3,52.67,120.32,Good
2023-04-11,Pipeline_4,56.27,113.18,Good
2023-04-11,Pipeline_5,64.03,106.8,Good
2023-04-11,Pipeline_6,57.89,129.94,Good
2023-04-11,Pipeline_7,63.0,100.25,Needs Inspection
2023-04-11,Pipeline_8,62.63,129.86,Good
2023-04-11,Pipeline_9,56.65,138.29,Good
2023-04-11,Pipeline_10,60.66,119.31,Needs Inspection
2023-04-11,Pipeline_11,67.19,125.19,Needs Inspection
2023-04-11,Pipeline_12,62.34,97.4,Good
2023-04-11,Pipeline_13,57.07,139.76,Good
2023-04-11,Pipeline_14,55.44,116.59,Good
2023-04-11,Pipeline_15,70.06,125.79,Good
2023-04-11,Pipeline_16,67.25,144.89,Good
2023-04-11,Pipeline_17,67.29,111.78,Good
2023-04-11,Pipeline_18,58.69,145.67,Good
2023-04-11,Pipeline_19,61.15,123.48,Good
2023-04-11,Pipeline_20,71.31,117.86,Good
2023-04-12,Pipeline_1,59.52,129.54,Good
2023-04-12,Pipeline_2,60.31,117.66,Good
2023-04-12,Pipeline_3,53.22,111.07,Good
2023-04-12,Pipeline_4,58.83,97.15,Good
2023-04-12,Pipeline_5,61.15,126.43,Good
2023-04-12,Pipeline_6,68.88,130.11,Needs Inspection
2023-04-12,Pipeline_7,58.15,124.89,Good
2023-04-12,Pipeline_8,61.0,122.49,Needs Inspection
2023-04-12,Pipeline_9,70.79,121.91,Good
2023-04-12,Pipeline_10,55.28,158.43,Under Repair
2023-04-12,Pipeline_11,60.07,120.27,Good
2023-04-12,Pipeline_12,68.12,107.82,Good
2023-04-12,Pipeline_13,62.09,115.72,Good
2023-04-12,Pipeline_14,60.54,111.02,Needs Inspection
2023-04-12,Pipeline_15,58.07,143.47,Needs Inspection
